P_Cluster_0,P_Cluster_1,P_Cluster_2,P_Cluster_3,P_Cluster_4,Player,Cluster
0.0,0.0,0.0,9.941367e-09,1.0,Pau Cubarsí,1
4.3e-44,0.0,0.0,1.8894031e-30,1.0,Cucho,1
0.0,1.0,9.81228e-29,2.2924436e-34,0.0,Marc Cucurella,0
0.0,1.0,3.631422e-13,2.34003e-40,5.0864457e-30,Jorge Cuenca,0
1.3137192e-06,1.0004404e-08,1.0745458e-25,0.97297704,0.027021393,Matheus Cunha,4
5.451982e-24,0.0011155533,0.998883,1.832245e-06,3.283346e-20,Patrick Cutrone,4
0.22040069,4.9639303e-11,0.77959967,2.2931178e-11,2.3903506e-13,Tomáš Čvančara,4
0.0,4.3521478e-10,0.0,1.0,6.929675e-32,Wylan Cyprien,2
0.03904749,1.1679143e-16,0.96095264,4.2124297e-19,9.588422e-13,Danilo D'Ambrosio,4
0.0,1.0,0.0,3.7633376e-22,9.054327e-31,Lucas Da Cunha,0
1.0,4.43e-43,8.899343e-31,0.0,1.1238156e-30,Samuel Dahl,3
0.00016675482,4.2793813e-10,0.9998331,1.11456026e-14,7.919079e-15,Finn Dahmen,4
5.714323e-10,1.5618882e-07,1.0,2.3005083e-37,1.59146e-25,Thomas Dähne,4
4.0023366e-05,1.3004376e-06,0.99995905,7.812415e-14,3.992321e-15,Mahmoud Dahoud,4
1.8355605e-14,7.728121e-09,1.0,0.0,2.88978e-37,Patson Daka,4
0.0,5.408342e-37,0.0,1.0,6.60486e-23,Ameen Al-Dakhil,2
0.78556126,1.6613101e-15,0.21443878,1.5280007e-33,3.8647015e-12,Thijs Dallinga,3
3.1660214e-33,1.1135789e-21,1.0,0.0,0.0,Diogo Dalot,4
0.06947574,1.8206211e-16,1.2607683e-05,1.7543865e-06,0.93051,Mikkel Damsgaard,1
1.0,0.0,1.0041273e-17,0.0,6.0393175e-36,Maat Daniel Caprini,3
2.8424975e-12,0.00020114277,0.9997988,1.3111287e-13,2.0859969e-26,Flavius Daniliuc,4
0.0,0.0,0.0,1.1390492e-11,1.0,Danilo,1
7.949139e-36,0.9991697,0.0,7.703122e-08,0.0008298275,Danilo,4
1.8246116e-13,0.038076792,0.96172905,0.00019434578,7.6117015e-21,Arnaut Danjuma,4
2.7238517e-33,5.103709e-06,4.640731e-19,0.99999523,1.9196696e-11,Arnaut Danjuma,2
0.000989509,5.5081215e-09,2.36003e-09,0.9879153,0.011095031,Jayden Danns,4
0.0,0.0,0.0,0.0,1.0,Kévin Danois,1
0.9999971,1.0232741e-13,2.7589287e-16,6.069002e-26,3.1692307e-06,Kevin Danso,3
0.0,1.0,0.0,2.451428e-31,3.0795557e-32,Kevin Danso,0
0.0,1.0,1.5279653e-11,2.1651468e-29,1.72381e-40,Dante,0
2.1956113e-08,7.733657e-15,1.0,0.0,1.0356e-41,Pape Daouda Diongue,4
9.590794e-14,0.29540697,0.70459306,2.1011093e-16,6.497304e-23,Mohamed Daramy,4
0.0,3.4980794e-12,0.0,1.0,8.4e-44,Bence Dárdai,2
1.291898e-35,0.5286276,0.4713725,1.0264515e-30,9.025593e-25,Sergi Darder,4
0.034618665,6.1331e-10,0.0,0.017466925,0.94791484,Matteo Darmian,3
0.0,1.0,3.0798564e-20,0.0,0.0,Lukas Daschner,0
0.0,0.0,0.0,0.0,1.0,Juan David Cabal,1
1.0,1.8113423e-27,2.5432405e-19,0.0,0.0,Jonathan David,3
0.0,0.0,0.0,3.6855722e-12,1.0,Alphonso Davies,1
0.0,0.0,0.0,2.523017e-18,1.0,Ben Davies,1
5.7452976e-09,0.00019705432,0.9998026,6.531948e-15,1.282311e-32,Keinan Davis,4
9.3326133e-07,4.853718e-10,0.99999905,4.448486e-25,2.3511945e-22,Leif Davis,4
0.0,0.0,0.0,0.99979186,0.00020817116,Zuriko Davitashvili,2
0.0,3.94816e-40,0.0,1.0,1.2314416e-18,Paweł Dawidowicz,2
0.88989395,3.5510043e-31,0.11010603,7.996853e-15,1.9535143e-19,Craig Dawson,3
0.99963194,1.8205368e-17,4.978705e-14,3.9529627e-16,0.0003682873,Kevin De Bruyne,3
1.0,0.0,1.5764716e-14,4.9931305e-37,1.09829246e-13,Bobby De Cordova-Reid,3
7.678003e-32,1.0,7.069079e-08,8.965658e-22,2.5465057e-24,Charles De Ketelaere,0
1e-45,3.5921457e-07,3.9366974e-15,0.9999995,1.3792562e-08,Rodrigo De Paul,2
0.99998754,1.519455e-27,1.0651752e-05,3.2485333e-15,1.7904636e-06,Théo De Percin,3
0.0,1.0,0.0,1.2582518e-33,0.0,Mattia De Sciglio,0
0.0,9.048167e-19,0.0,1.0,4.7633745e-20,Lorenzo De Silvestri,2
1.3444511e-38,2.9075607e-05,5.0417915e-19,0.9999714,3.524779e-10,Thibault De Smet,2
1.2662072e-13,6.606001e-13,9.927406e-38,0.99959004,0.00040989323,Koni De Winter,4
0.0,0.0,0.0,1.8397731e-22,1.0,Amar Dedić,1
8.954865e-13,0.17761567,0.8210485,0.0013360501,2.4474875e-14,Alessandro Deiola,4
0.0,3.3899036e-07,2.224801e-11,0.99999833,1.2118777e-06,Romain Del Castillo,2
0.0018201497,3.5324112e-25,5.24e-43,1.5842099e-17,0.9981797,Enrico Del Prato,1
0.0,0.81826645,0.0,0.18173353,1e-44,Thomas Delaine,0
0.0,0.0,0.0,1.0,2.89e-42,Liam Delap,2
0.0,0.0,0.0,0.0,1.0,Fisayo Dele-Bashiru,1
4e-45,1.013719e-39,0.0,2.7404317e-08,1.0,Andy Delort,1
0.017319636,4.1499717e-11,0.98268044,4.912327e-14,9.5298386e-17,Olivier Deman,4
0.0,8.16683e-18,0.0,1.0,3.2975464e-14,Ali Dembélé,2
4.3783956e-08,9.116192e-08,0.6593275,0.34067217,1.2089804e-15,Ousmane Dembélé,4
6.006947e-05,7.35997e-05,0.9984969,9.896667e-06,0.0013593852,Ermedin Demirović,4
5.58594e-06,5.93e-43,0.0,0.0,0.99999446,Sepp van den Berg,3
0.0,3.4177625e-05,1.2596109e-18,0.99996567,2.299072e-20,Rémy Descamps,2
0.0,5.194342e-33,0.0,1.0,3.3572807e-09,Arthur Desmas,2
0.99986035,3.2620398e-10,2.4379513e-32,5.52734e-20,0.00013983069,Justin Devenny,3
0.0,1.7538486e-24,0.0,1.0,8.932113e-27,Kiernan Dewsbury-Hall,2
1.8306162e-05,0.043974034,8.402193e-05,0.0003411164,0.9555824,Michele Di Gregorio,4
1.0,0.0,4.209414e-32,0.0,2.213996e-39,Giovanni Di Lorenzo,3
0.0,0.0,0.0,0.0,1.0,Boulaye Dia,1
1.34743735e-11,0.0003732013,0.9996272,1.2993291e-12,5.4426857e-27,Mouctar Diakhaby,4
8e-45,7.89e-43,0.0,0.00012581793,0.99987406,Mamadou Diakhon,1
1.0,1.0737848e-23,2.6540565e-08,5.289547e-39,3.300164e-14,Bafodé Diakité,3
1.31861525e-05,0.001395812,0.9985914,2.4039195e-14,3.4558382e-18,Oumar Diakité,4
6.452448e-12,0.0121874735,0.9878125,1.1209089e-07,3.6330216e-17,Amad Diallo,4
8.864341e-05,7.219846e-05,0.9998388,2.081339e-26,6.4455282e-18,Assane Diao,4
0.9999962,0.0,3.6908525e-06,0.0,4.2278058e-33,Assane Diao,3
0.0,0.0,0.0,1.0,6.8936777e-19,Habib Diarra,2
0.0,9.275007e-08,0.0,1.0,6.086669e-26,Moussa Diarra,2
0.0,1.0,8.974544e-17,0.0,0.0,Rúben Dias,4
0.0,4.1690487e-09,0.0,1.0,0.0,Krépin Diatta,2
0.00014443128,4.1253553e-08,0.9998551,9.960642e-22,3.3660928e-15,Kandet Diawara,4
0.9998543,1.02e-43,0.0001455863,2.9430152e-20,1.1383388e-30,Mahamadou Diawara,3
1.0,0.0,0.0,0.0,4.0592847e-26,Mahamadou Diawara,3
1.3930272e-09,1.8644626e-18,2.2405912e-15,0.9642542,0.035745814,Brahim Díaz,2
1.0,1.561e-41,8.544841e-09,0.0,3.3701413e-22,Daniel Díaz,3
0.0,1.0,0.0,2.9157e-41,0.0,Luis Díaz,0
9.701357e-16,0.18336566,0.8166114,2.3168828e-05,3.1924405e-15,Pedro Díaz,4
4.185245e-28,0.0,0.0,0.0,1.0,Tyler Dibling,1
0.0,1.0,0.0,6.923688e-10,3.27318e-40,Diego,0
3.1748106e-05,2.8640052e-34,0.9999681,0.0,0.0,Justin Diehl,4
2.7119004e-16,2.3459805e-07,1.2847253e-16,1.0,1.6010203e-17,Bamba Dieng,4
2.1458508e-08,0.0040143323,0.99598545,8.2918556e-35,1.3694876e-25,Eric Dier,4
1.7555705e-11,0.006301197,0.993699,1.1293532e-11,6.269502e-38,Lucas Digne,4
0.0,0.0,0.0,0.0010668476,0.99893314,Kembo Diliwidi,1
1.6054115e-17,0.4863911,0.51360893,6.675173e-12,1.2312029e-24,Federico Dimarco,4
1.7186e-41,0.0342767,0.9657232,0.0,5.250947e-39,Stole Dimitrievski,4
3.0575484e-25,0.050933342,0.94906676,1.2361426e-12,1.3061604e-26,Junior Dina Ebimbe,4
0.0,1.1746489e-29,0.0,1.0,1.980668e-10,Eren Dinkçi,2
0.010262113,5.8337957e-08,0.9772152,0.012522353,8.7232915e-11,Sinaly Diomande,4
1.05e-43,1.0,9.946254e-14,1.6566924e-35,0.0,Yan Diomandé,4
2.6887e-41,2.939917e-06,3.2310376e-20,0.9999971,1.983579e-10,Lois Diony,2
0.0,2.988576e-19,1.0,0.0,0.0,Issa Diop,4
0.0,0.0,0.0,1.6619251e-11,1.0,Sérigné Diop,1
9.477771e-26,1.0,1.2590787e-09,4.013204e-25,4.902634e-20,Sofiane Diop,0
0.0,0.0005327944,0.0,0.9994671,0.0,Andy Diouf,2
0.0007148507,1.5999469e-23,0.9992851,5.967e-41,6.184e-42,Yehvann Diouf,4
0.0,0.9999533,0.0,4.706025e-05,2.8192134e-36,Assane Dioussé,0
6.5162486e-21,3.4296877e-12,1.0,7.9498594e-23,1.514256e-23,Axel Disasi,4
1.0,0.0,4.2569314e-35,0.0,2.1600886e-30,Axel Disasi,3
3.5145126e-11,2.336717e-23,0.0,3.518203e-14,1.0,Roman Dixon,1
0.0,2.6675087e-13,1.8624457e-31,1.0,3.0966534e-29,Álvaro djaló,2
3.8e-44,1.0,1.7110448e-10,3.019701e-19,0.0,Djené,4
0.9977881,3.25894e-34,0.0,4.63916e-25,0.002211863,Nasser Djiga,3
0.0008922103,2.4928184e-30,0.0,1.7495154e-20,0.9991077,Berat Djimsiti,1
0.0,0.0,0.0,1.5371348e-15,1.0,Marko Dmitrović,1
2.6899673e-07,3.333929e-05,0.9999666,4.2217576e-09,2.2512394e-16,Ritsu Doan,4
1.3072808e-09,0.00016101568,0.9998388,2.2805926e-09,1.6389215e-21,Dodô,4
0.9988372,1.3282064e-21,0.000323751,2.3718644e-07,0.00083862385,Danilho Doekhi,3
0.0,0.0,0.0,2.3699376e-11,1.0,Matt Doherty,1
0.9983277,3.0452789e-18,1.9372494e-17,3.5027537e-19,0.0016724614,Jeremy Doku,3
0.0,0.0,0.0,0.9914003,0.008599755,Marc Domenech,2
3.7269478e-23,0.00028500063,2.02566e-09,0.99971485,7.0602774e-35,Álex Domínguez,4
0.0,1.0,0.0,0.0,1.9730232e-27,Benjamín Domínguez,0
6.636554e-16,0.10625615,0.8937438,5.9305324e-21,1.5960239e-27,Carlos Dominguez,4
0.0,2.6018698e-37,0.0,0.5780165,0.42198348,Israel Domínguez,2
0.17884739,1.2562481e-24,0.8211526,5.7999676e-19,1.2292955e-20,Nicolás Domínguez,4
0.0,8.699727e-23,0.0,1.0,1.2255312e-27,Sergi Dominguez,2
1.1341037e-08,0.01835794,0.98164165,4.7945307e-12,4.5860962e-23,Gianluigi Donnarumma,4
1.0,4.3728826e-29,9.43649e-28,0.0,8.070243e-09,Patrick Dorgu,3
0.14903559,2.2405213e-05,0.850942,3.7880157e-19,2.940347e-11,Patrick Dorgu,4
0.0,1.0,3.952623e-20,0.0,0.0,Alfie Dorrington,0
0.0,8.481704e-10,0.0,1.0,0.0,Niklas Dorsch,2
1.0619653e-27,0.0,0.0,0.0,1.0,Niklas Dorsch,1
0.0,0.9999452,5.4801483e-05,7.4249426e-22,0.0,Alberto Dossena,4
0.9999895,1.0302017e-30,1.0170392e-05,7e-45,2.481292e-22,Abdoulaye Doucouré,3
1.0,0.0,1e-45,0.0,6.944524e-31,Cheick Doucouré,3
1.0,0.0,0.0,0.0,0.0,Sékou Doucoure,3
0.008303152,6.0762905e-14,0.99169666,5.7097517e-16,1.0215838e-16,Désiré Doué,4
3.2993004e-11,4.1727017e-12,1.0,1.5146362e-32,5.884972e-26,Guela Doué,4
1.1469156e-32,1.2596055e-06,2.1298752e-19,0.99999875,1.2282239e-17,Douglas,2
0.0,0.0,0.0,0.0,1.0,Ismaël Doukouré,1
0.0,0.0,0.0,3.2379757e-10,1.0,Issa Doumbia,1
0.0,0.0,0.0,1.2836352e-20,1.0,Kamory Doumbia,1
9.612934e-07,9.308862e-05,0.9999056,2.4724044e-12,1.5656748e-18,Amidou Doumbouya,4
0.0,1.0,0.0,0.0,0.0,Anastasios Douvikas,0
0.0,1.0,0.0,0.0,1.2780343e-30,Anastasios Douvikas,0
0.0,0.0,0.0,1.0,3.610775e-07,Artem Dovbyk,2
1.7587613e-22,0.99999905,7.6320356e-07,0.0,1.1953491e-26,Flynn Downes,0
0.0,0.0,0.0,4.2801548e-07,0.9999995,Tommy Doyle,1
0.0,1.0,1.8218213e-18,4.0239553e-30,1.3409243e-20,Radu Drăgușin,0
0.0,0.0,0.0,0.0,1.0,Patrick Drewes,1
3.610802e-11,0.0035047638,0.99649566,1.0621108e-20,3.967164e-23,Tim Drexler,4
2.9649e-34,1e-45,0.0,0.0057636397,0.99423647,Domingos Duarte,2
4.478704e-20,0.94186693,0.03746699,0.020666111,2.178579e-12,Martin Dúbravka,4
0.0038537716,1.0529226e-06,0.9961317,1.3411673e-05,5.702721e-16,Marvin Ducksch,4
1.1150462e-12,2.3982813e-05,0.99997616,9.0755954e-23,1.0773201e-18,Ondrej Duda,4
1.9067777e-18,2.6557293e-05,0.99997276,6.3758864e-07,7.857564e-32,Duk,4
0.9991202,0.0,0.00087986945,2.2496999e-26,2.1741488e-24,Denzel Dumfries,3
0.0,0.30243543,1e-45,0.6975644,9.4384244e-30,Alfred Duncan,2
9.419249e-31,0.970567,0.029433085,9e-44,0.0,Lewis Dunk,4
4.761651e-19,0.10745487,0.89254534,6.0414894e-19,9.808528e-31,Jáder Durán,4
0.015693104,2.1869293e-13,0.9843068,4.8426156e-27,7.825624e-30,Pablo Durán,4
1.8403321e-06,1.0681495e-11,0.9999962,2.1131573e-06,3.638985e-25,Julien Duranville,4
6.1174e-41,1.0,1.7966687e-14,0.0,1.916859e-39,Hugo Duro,0
1.0,8.655003e-24,5.1374133e-25,2.61331e-40,2.0138843e-08,Jean-Kevin Duverne,3
4.2784397e-19,0.00014932203,0.99985033,1.8081805e-27,7.8759577e-25,Paulo Dybala,4
0.8958266,1.494302e-07,0.10178165,0.0018527746,0.00053880474,Stefan Džodić,4
0.0,0.0,0.0,0.0,1.0,Adam Dźwigała,1
0.0,0.0,0.0,1.2557354e-09,1.0,Aron Dønnum,1
3.2950624e-07,9.176803e-22,1.0,2.52e-43,1.690931e-24,Enzo Ebosse,4
1.3551978e-30,5.809004e-11,1.5135047e-09,0.9998865,0.0001134169,Tyronne Ebuehi,2
4.6491272e-07,2.6325327e-20,1.2939563e-10,0.0067206607,0.9932788,Claudio Echeverri,3
0.98287636,3.6025518e-16,0.017124116,5.279358e-12,9.591125e-21,Ederson,3
7.8879877e-13,1.15844125e-08,1.0,0.0,4.915119e-37,Éderson,4
1.1437183e-12,8.962362e-10,1.0,4.4123335e-26,3.4988783e-28,Noah Edjouma,4
0.0,0.0,0.0,1.7669148e-26,1.0,George Edmundson,1
1.04657316e-14,6.0173366e-05,0.99993837,1.4626665e-06,8.94112e-40,Odsonne Édouard,4
9.501426e-30,1.0925804e-09,1.290955e-23,0.98412734,0.015872601,Odsonne Édouard,2
7.212e-42,0.9965867,7.9480985e-31,0.0034132723,2.029611e-14,Samuel Edozie,0
7.276495e-12,7.462926e-06,0.0,0.90491605,0.09507653,Ronnie Edwards,2
1.4020081e-12,2.9374904e-17,1.0,1.9743e-41,4.44367e-40,Johannes Eggestein,4
0.00016632694,7.8e-44,0.0,0.0,0.9998336,Maximilian Eggestein,3
0.96104705,1.7066795e-15,0.03895228,8.974996e-08,5.389925e-07,Kingsley Ehizibue,3
0.9999995,2.5431447e-07,1.9945127e-10,6.1017614e-32,9.508171e-15,Chidera Ejuke,3
1.0,5.8867724e-17,3.822025e-07,4e-44,3.1617328e-13,Jeff Ekhator,3
7.108565e-29,2.149048e-06,0.99999815,0.0,2.3740156e-36,Hugo Ekitike,4
0.0,1.0,0.0,0.0,0.0,Jurgen Ekkelenkamp,0
0.0,1.0,4.674396e-28,9.123605e-15,0.0,Jacques Ekomie,0
0.0,0.0,0.0,2.0516996e-10,1.0,Emmanuel Ekong,1
0.0,0.0,0.0,7.487795e-24,1.0,Caleb Ekuban,1
3.4640815e-10,2.5685676e-14,1.0,2.123641e-07,4.4430206e-27,Pierre Ekwah Elimby,4
0.99810165,0.0,0.0018984927,2.2889e-41,3.4401386e-30,Anthony Elanga,3
6.546266e-15,0.049222566,0.9507776,3.0235192e-17,8.3716985e-19,Meschak Elia,4
0.0,1.0,4.9559747e-37,7.0907445e-14,0.0,Mikael Ellertsson,0
5.8341266e-05,1.4985298e-21,0.9999418,0.0,3.3490652e-26,Harvey Elliott,4
9.87873e-40,1.0,9.400977e-16,8.128235e-39,0.0,Elif Elmas,4
0.0023321446,1.7280986e-08,0.9976681,3.0277578e-15,1.2693618e-22,Elif Elmas,4
0.00047733475,0.049595367,0.9499274,4.555893e-09,1.7385085e-31,Aritz Elustondo,4
1.0,0.0,3.463221e-07,0.0,1.3889276e-25,Nico Elvedi,3
0.0,0.0,0.0,0.0,1.0,Adri Embarba,1
0.0,1.0,0.0,6.7783615e-13,0.0,Breel Embolo,0
1.7328655e-07,0.00036467888,0.99926305,0.00037233834,1.5129689e-15,Emanuel Emegha,4
0.013374953,2.5905613e-06,0.98662245,8.8713596e-13,1.6558014e-09,Emerson,4
2.3718231e-15,0.0094494885,0.9905502,7.437105e-14,4.8326722e-26,Yunus Emre Konak,4
1.3573717e-10,2.2697182e-05,0.99997705,2.4713953e-12,9.3266256e-20,Julio Enciso,4
7.600084e-24,3.430311e-11,5.228716e-14,1.0,2.8591718e-10,Julio Enciso,2
0.0,1.0,5.2166726e-14,3.0537128e-33,0.0,Wataru Endo,4
0.004986533,5.711061e-15,0.9950133,1.185922e-08,5.384378e-12,Endrick,4
2.3122185e-22,0.9436768,1.9905595e-07,0.056323137,1.0876489e-12,Yannik Engelhardt,0
0.0,0.0,0.0,0.0,1.0,Arne Engels,1
0.0,0.0,0.0,5.022973e-10,1.0,Christian Eriksen,1
0.9999962,2.4e-44,3.5832447e-06,6.7992e-40,1.5465455e-11,Martin Erlic,3
0.0,0.09335877,2.1622e-41,0.90664107,1.2218742e-08,Patrick Erras,2
0.99994266,3.7427372e-10,5.7340672e-05,7.1940996e-33,1.1e-44,Alfonso Espino,3
0.0,0.06905425,0.0,0.9309459,1.0462195e-26,Sebastiano Esposito,2
0.999929,0.0,7.108679e-05,0.0,0.0,Romain Esse,3
4.2391991e-07,1.2133143e-11,1.0,4.1904147e-16,5.238105e-23,Samuel Essende,4
0.0,0.0,0.0,0.0,1.0,Dario Essugo,1
1.3843474e-24,1.1940393e-29,1.0,0.0,0.0,Estanis,4
1.6379724e-20,0.07574033,3.3200067e-07,0.9242594,1.2247812e-12,Nahuel Estévez,2
0.0,1.0,3.8735268e-35,3.1547e-41,0.0,Pervis Estupiñán,0
3.5818776e-10,0.00030826556,0.99969196,1.7104446e-10,1.2310062e-16,Etienne Eto'o,4
1.0142663e-27,1.461331e-39,1.0,0.0,0.0,Karl Etta,4
0.00029434887,0.001488404,0.99821734,2.0912574e-24,1.996158e-35,Evanilson,4
0.0,1.0,0.0,0.0,0.0,Jake Evans,0
0.013549826,2.5221323e-25,0.9864503,0.0,5.97e-43,Jonny Evans,4
0.0,0.0,0.0,1.0,2.5652725e-33,Edu Expósito,2
1.1019134e-33,1.0519307e-18,0.0,0.99987835,0.000121445075,Eberechi Eze,2
1.0,0.0,2.332621e-15,4.135103e-33,2.5608953e-12,Abde Ezzalzouli,3
0.0,0.9999995,1.95487e-40,3.8586424e-07,0.0,Giovanni Fabbian,0
9.8136504e-32,1e-45,1.0,0.0,0.0,Łukasz Fabiański,4
4.3995e-41,1.0,2.8483628e-13,1.4967307e-28,0.0,Alieu Fadera,4
0.0,1.0,1.0388129e-22,0.0,0.0,Wout Faes,0
7.0508654e-25,0.0,0.0,0.0,1.0,Nicolò Fagioli,1
0.0,1.0,0.0,0.0,0.0,Nicolò Fagioli,0
0.0,0.0,0.0,1.0,2.5191535e-16,Romain Faivre,2
0.8338779,4.128398e-21,0.0,5.553e-41,0.16612221,Wladimiro Falcone,3
0.0,1.0,0.0,0.0,0.0,Davide Faraoni,0
2.854506e-26,0.0073853326,0.9926145,4.8509658e-30,1.4533461e-27,Abdul Fatawu Issahaku,4
0.0,0.0,0.0,0.0,1.0,Ansu Fati,1
0.0,1.0,3.4501238e-24,0.0,0.0,Khalil Fayad,0
0.0,0.0,0.0,2.1724499e-16,1.0,Jacopo Fazzini,1
7.4586963e-22,8.267651e-30,0.0,0.0076726386,0.99232715,Nabil Fekir,1
1.6520866e-11,0.0012555716,0.9987447,1.5039689e-08,2.6110352e-16,Mattia Felici,4
0.0,1.0,0.0,0.0,0.0,Luiz Felipe,0
0.0010602816,2.034428e-11,0.99894005,1.3004039e-25,1.8676364e-19,João Félix,4
0.00020246745,1.2546457e-06,0.9365948,0.06307585,0.00012550454,João Félix,4
0.0,0.9997144,0.0,0.00028561498,1.11547e-30,Frank Feller,0
1.0,9.442693e-26,0.0,0.0,9.522932e-10,Kiko Femenía,3
0.0,0.031912737,1.6578529e-12,0.96808726,8.1058296e-21,Evan Ferguson,2
0.0,0.9996179,5.2691586e-08,0.0003822261,1.9024673e-35,Evan Ferguson,0
0.99509966,1.0026088e-15,1.0067464e-33,3.5288274e-33,0.004900154,Lewis Ferguson,3
7.639857e-37,1.0,6.2176956e-13,1.77284e-29,0.0,Zinedine Ferhat,4
0.9958449,7.503065e-16,0.0041548675,5.1079976e-27,1.5369393e-25,Bruno Fernandes,3
0.0,1.0,2.0305e-41,1.1867475e-20,2.3884925e-23,Edimilson Fernandes,0
0.0,0.99934554,3e-45,0.0006546072,4.7331894e-16,Mateus Fernandes,0
2.5536785e-14,0.016029377,0.9839708,7.4114546e-08,2.8350858e-15,Aitor Fernández,4
0.0013411398,9.965753e-07,0.9986581,5.0258868e-21,4.2620197e-19,Álvaro Fernández,4
0.0,4.3901762e-09,2.0251086e-38,1.0,2.2641262e-10,Enzo Fernández,2
0.0,1.0,2.061549e-22,2.6776e-40,0.0,Pelayo Fernandez,0
8.247482e-06,2.8641003e-14,9.187837e-22,0.5298394,0.4701522,Roberto Férnandez,2
9.3646434e-17,1.5971862e-06,0.99999815,1.833667e-33,2.5548234e-25,Valery Fernández,4
1.0,0.0,7.4615875e-10,3.70883e-40,2.1261248e-19,Matias Fernandez-Pardo,3
1.0,0.0,0.0,0.0,5.8150554e-19,André Ferreira,3
8.4992795e-09,1.5372936e-05,0.99998474,8.121968e-18,4.677695e-21,Jordan Ferri,4
0.0,1.0,1.1233479e-31,1.527e-42,4.6724255e-32,Daniel Fila,0
0.0,4.0978643e-10,0.0,1.0,9.331809e-30,Karol Fila,2
6.7707258e-09,1.4831782e-07,1.0,0.0,1.7152681e-31,Kilian Fischer,4
0.0,1.3971668e-14,0.0,1.0,1.4081673e-11,Mark Flekken,2
0.99988407,6.335e-42,0.0,0.0,0.00011587287,Alessandro Florenzi,3
7.1297405e-31,0.053871702,2.8350252e-12,0.94612837,5.3583674e-19,Mateo Flores,2
0.0,0.0,0.0,7.129735e-25,1.0,Phil Foden,1
0.00028400432,1.5206338e-06,0.9997053,9.497158e-06,2.9227837e-15,Malick Fofana,4
1.0378692e-05,3.3223405e-05,0.9999552,1.0408642e-06,1.4876727e-15,Rayan Fofana,4
0.0,1.0,0.0,5.6795574e-08,1.2350534e-35,Seko Fofana,0
0.0,4.1727954e-09,0.0,1.0,1.5801203e-14,Wesley Fofana,2
5.3773285e-19,0.99995273,4.7030684e-05,6.2139355e-21,0.0,Yahia Fofana,4
0.0,0.0,0.0,0.0,1.0,Youssouf Fofana,1
3.4444614e-36,4.3743618e-09,1.0,0.0,0.0,Jonas Föhrenbach,4
0.0,0.0,0.0,0.94384515,0.056154728,Michael Folorunsho,2
0.0,0.0,0.0,3.2066913e-07,0.9999997,Michael Folorunsho,1
0.0,0.0,0.0,0.01691061,0.98308957,Lamine Fomba,1
8.2124645e-09,3.526789e-05,0.9999647,5.366481e-14,4.2368837e-16,Carlos Forbs,4
0.0,1.0,0.0,0.0,6.9e-44,Pablo Fornals,0
7.105434e-10,0.0009806427,0.9990191,7.907432e-21,8.9740596e-33,Omari Forson,4
3.058821e-17,0.0,0.0,1.7224681e-06,0.9999983,Fraser Forster,1
7.554029e-27,3.585208e-39,0.0,3.326682e-14,1.0,Héctor Fort,3
0.0,3.9018288e-17,0.0,1.0,6.516408e-14,Dimitri Foulquier,2
0.9999971,1.5563038e-16,5.0462837e-08,5.8421915e-23,3.126244e-06,Juan Foyth,3
3.5e-44,0.0,0.0,0.0,1.0,Fran,1
0.0,0.0,0.0,0.0,1.0,Matheus França,1
0.0,1.0,0.0,0.0,1.33844e-40,Alejandro Francés,0
1.5853033e-18,0.00032517067,0.99967486,3.9092802e-31,4.598247e-33,Przemysław Frankowski,4
0.0,5.6004318e-14,0.0,0.9999995,2.6972776e-07,Enric Franquesa,2
4.903882e-07,3.8067526e-06,0.99999523,1.4554111e-18,7.627293e-18,Ryan Fraser,4
0.0,6.301312e-14,0.0,1.0,5.3672146e-23,Davide Frattesi,2
0.0009677249,4.1584298e-13,0.99903244,3.79552e-28,7.527799e-18,Tyler Fredricson,4
1.0,2.5993133e-35,0.0,0.0,1.6247446e-13,Morten Frendrup,3
5.2928437e-29,0.00084514194,5.299277e-18,0.99226946,0.0068854787,Martin Frese,2
1.0,0.0,0.0,0.0,3.060749e-23,Remo Freuler,3
6.3541584e-08,0.0,1.0,0.0,0.0,Marco Friedl,4
5.953337e-13,0.0020533926,0.99794686,2.9058217e-13,9.363343e-20,Marvin Friedrich,4
1.6017965e-24,8.5442536e-13,9.6430215e-24,1.0,1.359259e-12,Jeremie Frimpong,2
1.0,4.7615505e-38,4.6744406e-13,1.5893117e-18,2.8129795e-08,Jorge de Frutos,3
2.1637292e-19,1.6685298e-13,7.511414e-27,1.0,2.542091e-08,Darío Fuentes,4
6.136042e-12,0.9985876,0.0014125591,1.9951289e-29,1.0415788e-29,Chris Führich,4
0.0,0.9999995,2.7418238e-07,0.0,4.5267955e-36,Shiō Fukuda,0
0.0,0.0,0.0,3.028804e-11,1.0,Angelo Fulgini,1
2.960416e-06,0.030373806,0.021762483,0.94779724,6.3442494e-05,Niclas Füllkrug,4
0.0,1.0,0.0,0.0,6.6649154e-32,Kyogo Furuhashi,0
0.0,1.0,0.0,3.0277364e-29,0.0,Manuel Fuster,0
1.0330037e-11,0.0,1.0,0.0,0.0,Matteo Gabbia,4
0.0,1.0,0.0,0.0,1.9295309e-36,Tommaso Gabellini,0
3.4611278e-07,1.4361396e-07,0.99999905,1.040079e-27,2.6220967e-22,Tiago Gabriel,4
